,Use Case,LTE/5g Category,Technology Supported,Day,Time,GBR,Packet Loss Rate,Packet delay,slice Type
54162,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",tuesday,18,GBR,0.01,300,mMTC
54163,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",tuesday,19,GBR,0.01,300,mMTC
54164,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",tuesday,20,GBR,0.01,300,mMTC
54165,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",tuesday,21,GBR,0.01,300,mMTC
54166,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",tuesday,22,GBR,0.01,300,mMTC
54167,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",tuesday,23,GBR,0.01,300,mMTC
54168,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,0,GBR,0.01,300,mMTC
54169,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,1,GBR,0.01,300,mMTC
54170,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,2,GBR,0.01,300,mMTC
54171,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,3,GBR,0.01,300,mMTC
54172,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,4,GBR,0.01,300,mMTC
54173,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,5,GBR,0.01,300,mMTC
54174,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,6,GBR,0.01,300,mMTC
54175,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,7,GBR,0.01,300,mMTC
54176,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,8,GBR,0.01,300,mMTC
54177,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,9,GBR,0.01,300,mMTC
54178,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,10,GBR,0.01,300,mMTC
54179,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,11,GBR,0.01,300,mMTC
54180,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,12,GBR,0.01,300,mMTC
54181,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,13,GBR,0.01,300,mMTC
54182,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,14,GBR,0.01,300,mMTC
54183,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,15,GBR,0.01,300,mMTC
54184,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,16,GBR,0.01,300,mMTC
54185,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,17,GBR,0.01,300,mMTC
54186,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,18,GBR,0.01,300,mMTC
54187,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,19,GBR,0.01,300,mMTC
54188,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,20,GBR,0.01,300,mMTC
54189,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,21,GBR,0.01,300,mMTC
54190,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,22,GBR,0.01,300,mMTC
54191,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",wednesday,23,GBR,0.01,300,mMTC
54192,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,0,GBR,0.01,300,mMTC
54193,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,1,GBR,0.01,300,mMTC
54194,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,2,GBR,0.01,300,mMTC
54195,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,3,GBR,0.01,300,mMTC
54196,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,4,GBR,0.01,300,mMTC
54197,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,5,GBR,0.01,300,mMTC
54198,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,6,GBR,0.01,300,mMTC
54199,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,7,GBR,0.01,300,mMTC
54200,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,8,GBR,0.01,300,mMTC
54201,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,9,GBR,0.01,300,mMTC
54202,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,10,GBR,0.01,300,mMTC
54203,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,11,GBR,0.01,300,mMTC
54204,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,12,GBR,0.01,300,mMTC
54205,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,13,GBR,0.01,300,mMTC
54206,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,14,GBR,0.01,300,mMTC
54207,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,15,GBR,0.01,300,mMTC
54208,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,16,GBR,0.01,300,mMTC
54209,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,17,GBR,0.01,300,mMTC
54210,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,18,GBR,0.01,300,mMTC
54211,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,19,GBR,0.01,300,mMTC
54212,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,20,GBR,0.01,300,mMTC
54213,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,21,GBR,0.01,300,mMTC
54214,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,22,GBR,0.01,300,mMTC
54215,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",thrusday,23,GBR,0.01,300,mMTC
54216,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,0,GBR,0.01,300,mMTC
54217,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,1,GBR,0.01,300,mMTC
54218,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,2,GBR,0.01,300,mMTC
54219,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,3,GBR,0.01,300,mMTC
54220,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,4,GBR,0.01,300,mMTC
54221,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,5,GBR,0.01,300,mMTC
54222,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,6,GBR,0.01,300,mMTC
54223,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,7,GBR,0.01,300,mMTC
54224,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,8,GBR,0.01,300,mMTC
54225,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,9,GBR,0.01,300,mMTC
54226,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,10,GBR,0.01,300,mMTC
54227,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,11,GBR,0.01,300,mMTC
54228,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,12,GBR,0.01,300,mMTC
54229,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,13,GBR,0.01,300,mMTC
54230,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,14,GBR,0.01,300,mMTC
54231,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,15,GBR,0.01,300,mMTC
54232,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,16,GBR,0.01,300,mMTC
54233,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,17,GBR,0.01,300,mMTC
54234,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,18,GBR,0.01,300,mMTC
54235,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,19,GBR,0.01,300,mMTC
54236,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,20,GBR,0.01,300,mMTC
54237,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,21,GBR,0.01,300,mMTC
54238,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,22,GBR,0.01,300,mMTC
54239,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",friday,23,GBR,0.01,300,mMTC
54240,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,0,GBR,0.01,300,mMTC
54241,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,1,GBR,0.01,300,mMTC
54242,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,2,GBR,0.01,300,mMTC
54243,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,3,GBR,0.01,300,mMTC
54244,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,4,GBR,0.01,300,mMTC
54245,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,5,GBR,0.01,300,mMTC
54246,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,6,GBR,0.01,300,mMTC
54247,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,7,GBR,0.01,300,mMTC
54248,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,8,GBR,0.01,300,mMTC
54249,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,9,GBR,0.01,300,mMTC
54250,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,10,GBR,0.01,300,mMTC
54251,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,11,GBR,0.01,300,mMTC
54252,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,12,GBR,0.01,300,mMTC
54253,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,13,GBR,0.01,300,mMTC
54254,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,14,GBR,0.01,300,mMTC
54255,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,15,GBR,0.01,300,mMTC
54256,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,16,GBR,0.01,300,mMTC
54257,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,17,GBR,0.01,300,mMTC
54258,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,18,GBR,0.01,300,mMTC
54259,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,19,GBR,0.01,300,mMTC
54260,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,20,GBR,0.01,300,mMTC
54261,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,21,GBR,0.01,300,mMTC
54262,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,22,GBR,0.01,300,mMTC
54263,Smart City & Home,13,"IoT(LTE-M, NB-IoT)",saturday,23,GBR,0.01,300,mMTC
54264,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,0,GBR,0.01,300,mMTC
54265,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,1,GBR,0.01,300,mMTC
54266,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,2,GBR,0.01,300,mMTC
54267,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,3,GBR,0.01,300,mMTC
54268,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,4,GBR,0.01,300,mMTC
54269,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,5,GBR,0.01,300,mMTC
54270,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,6,GBR,0.01,300,mMTC
54271,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,7,GBR,0.01,300,mMTC
54272,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,8,GBR,0.01,300,mMTC
54273,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,9,GBR,0.01,300,mMTC
54274,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,10,GBR,0.01,300,mMTC
54275,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,11,GBR,0.01,300,mMTC
54276,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,12,GBR,0.01,300,mMTC
54277,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,13,GBR,0.01,300,mMTC
54278,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,14,GBR,0.01,300,mMTC
54279,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,15,GBR,0.01,300,mMTC
54280,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,16,GBR,0.01,300,mMTC
54281,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,17,GBR,0.01,300,mMTC
54282,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,18,GBR,0.01,300,mMTC
54283,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,19,GBR,0.01,300,mMTC
54284,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,20,GBR,0.01,300,mMTC
54285,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,21,GBR,0.01,300,mMTC
54286,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,22,GBR,0.01,300,mMTC
54287,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",sunday,23,GBR,0.01,300,mMTC
54288,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,0,GBR,0.01,300,mMTC
54289,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,1,GBR,0.01,300,mMTC
54290,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,2,GBR,0.01,300,mMTC
54291,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,3,GBR,0.01,300,mMTC
54292,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,4,GBR,0.01,300,mMTC
54293,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,5,GBR,0.01,300,mMTC
54294,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,6,GBR,0.01,300,mMTC
54295,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,7,GBR,0.01,300,mMTC
54296,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,8,GBR,0.01,300,mMTC
54297,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,9,GBR,0.01,300,mMTC
54298,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,10,GBR,0.01,300,mMTC
54299,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,11,GBR,0.01,300,mMTC
54300,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,12,GBR,0.01,300,mMTC
54301,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,13,GBR,0.01,300,mMTC
54302,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,14,GBR,0.01,300,mMTC
54303,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,15,GBR,0.01,300,mMTC
54304,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,16,GBR,0.01,300,mMTC
54305,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,17,GBR,0.01,300,mMTC
54306,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,18,GBR,0.01,300,mMTC
54307,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,19,GBR,0.01,300,mMTC
54308,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,20,GBR,0.01,300,mMTC
54309,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,21,GBR,0.01,300,mMTC
54310,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,22,GBR,0.01,300,mMTC
54311,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",monday,23,GBR,0.01,300,mMTC
54312,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,0,GBR,0.01,300,mMTC
54313,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,1,GBR,0.01,300,mMTC
54314,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,2,GBR,0.01,300,mMTC
54315,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,3,GBR,0.01,300,mMTC
54316,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,4,GBR,0.01,300,mMTC
54317,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,5,GBR,0.01,300,mMTC
54318,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,6,GBR,0.01,300,mMTC
54319,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,7,GBR,0.01,300,mMTC
54320,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,8,GBR,0.01,300,mMTC
54321,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,9,GBR,0.01,300,mMTC
54322,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,10,GBR,0.01,300,mMTC
54323,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,11,GBR,0.01,300,mMTC
54324,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,12,GBR,0.01,300,mMTC
54325,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,13,GBR,0.01,300,mMTC
54326,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,14,GBR,0.01,300,mMTC
54327,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,15,GBR,0.01,300,mMTC
54328,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,16,GBR,0.01,300,mMTC
54329,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,17,GBR,0.01,300,mMTC
54330,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,18,GBR,0.01,300,mMTC
54331,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,19,GBR,0.01,300,mMTC
54332,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,20,GBR,0.01,300,mMTC
54333,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,21,GBR,0.01,300,mMTC
54334,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,22,GBR,0.01,300,mMTC
54335,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",tuesday,23,GBR,0.01,300,mMTC
54336,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,0,GBR,0.01,300,mMTC
54337,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,1,GBR,0.01,300,mMTC
54338,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,2,GBR,0.01,300,mMTC
54339,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,3,GBR,0.01,300,mMTC
54340,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,4,GBR,0.01,300,mMTC
54341,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,5,GBR,0.01,300,mMTC
54342,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,6,GBR,0.01,300,mMTC
54343,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,7,GBR,0.01,300,mMTC
54344,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,8,GBR,0.01,300,mMTC
54345,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,9,GBR,0.01,300,mMTC
54346,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,10,GBR,0.01,300,mMTC
54347,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,11,GBR,0.01,300,mMTC
54348,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,12,GBR,0.01,300,mMTC
54349,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,13,GBR,0.01,300,mMTC
54350,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,14,GBR,0.01,300,mMTC
54351,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,15,GBR,0.01,300,mMTC
54352,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,16,GBR,0.01,300,mMTC
54353,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,17,GBR,0.01,300,mMTC
54354,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,18,GBR,0.01,300,mMTC
54355,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,19,GBR,0.01,300,mMTC
54356,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,20,GBR,0.01,300,mMTC
54357,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,21,GBR,0.01,300,mMTC
54358,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,22,GBR,0.01,300,mMTC
54359,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",wednesday,23,GBR,0.01,300,mMTC
54360,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,0,GBR,0.01,300,mMTC
54361,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,1,GBR,0.01,300,mMTC
54362,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,2,GBR,0.01,300,mMTC
54363,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,3,GBR,0.01,300,mMTC
54364,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,4,GBR,0.01,300,mMTC
54365,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,5,GBR,0.01,300,mMTC
54366,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,6,GBR,0.01,300,mMTC
54367,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,7,GBR,0.01,300,mMTC
54368,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,8,GBR,0.01,300,mMTC
54369,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,9,GBR,0.01,300,mMTC
54370,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,10,GBR,0.01,300,mMTC
54371,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,11,GBR,0.01,300,mMTC
54372,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,12,GBR,0.01,300,mMTC
54373,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,13,GBR,0.01,300,mMTC
54374,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,14,GBR,0.01,300,mMTC
54375,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,15,GBR,0.01,300,mMTC
54376,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,16,GBR,0.01,300,mMTC
54377,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,17,GBR,0.01,300,mMTC
54378,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,18,GBR,0.01,300,mMTC
54379,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,19,GBR,0.01,300,mMTC
54380,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,20,GBR,0.01,300,mMTC
54381,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,21,GBR,0.01,300,mMTC
54382,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,22,GBR,0.01,300,mMTC
54383,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",thrusday,23,GBR,0.01,300,mMTC
54384,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,0,GBR,0.01,300,mMTC
54385,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,1,GBR,0.01,300,mMTC
54386,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,2,GBR,0.01,300,mMTC
54387,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,3,GBR,0.01,300,mMTC
54388,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,4,GBR,0.01,300,mMTC
54389,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,5,GBR,0.01,300,mMTC
54390,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,6,GBR,0.01,300,mMTC
54391,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,7,GBR,0.01,300,mMTC
54392,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,8,GBR,0.01,300,mMTC
54393,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,9,GBR,0.01,300,mMTC
54394,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,10,GBR,0.01,300,mMTC
54395,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,11,GBR,0.01,300,mMTC
54396,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,12,GBR,0.01,300,mMTC
54397,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,13,GBR,0.01,300,mMTC
54398,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,14,GBR,0.01,300,mMTC
54399,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,15,GBR,0.01,300,mMTC
54400,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,16,GBR,0.01,300,mMTC
54401,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,17,GBR,0.01,300,mMTC
54402,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,18,GBR,0.01,300,mMTC
54403,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,19,GBR,0.01,300,mMTC
54404,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,20,GBR,0.01,300,mMTC
54405,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,21,GBR,0.01,300,mMTC
54406,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,22,GBR,0.01,300,mMTC
54407,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",friday,23,GBR,0.01,300,mMTC
54408,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,0,GBR,0.01,300,mMTC
54409,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,1,GBR,0.01,300,mMTC
54410,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,2,GBR,0.01,300,mMTC
54411,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,3,GBR,0.01,300,mMTC
54412,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,4,GBR,0.01,300,mMTC
54413,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,5,GBR,0.01,300,mMTC
54414,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,6,GBR,0.01,300,mMTC
54415,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,7,GBR,0.01,300,mMTC
54416,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,8,GBR,0.01,300,mMTC
54417,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,9,GBR,0.01,300,mMTC
54418,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,10,GBR,0.01,300,mMTC
54419,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,11,GBR,0.01,300,mMTC
54420,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,12,GBR,0.01,300,mMTC
54421,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,13,GBR,0.01,300,mMTC
54422,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,14,GBR,0.01,300,mMTC
54423,Smart City & Home,14,"IoT(LTE-M, NB-IoT)",saturday,15,GBR,0.01,300,mMTC
